-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 12/31/2022 
Location: Latitude  -6.9726   Longitude -40.3438 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 551.85 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,PRECTOTCORR,T2M,QV2M
2022,6,23,19,5.53,57.88,0.0,23.87,14.1
2022,6,23,20,5.17,64.02,0.0,23.34,14.22
2022,6,23,21,5.19,75.52,0.0,22.99,14.34
2022,6,23,22,5.32,84.94,0.0,22.69,14.53
2022,6,23,23,5.27,89.49,0.01,22.27,14.65
2022,6,24,0,5.4,91.82,0.01,21.88,14.83
2022,6,24,1,5.74,93.43,0.02,21.51,14.89
2022,6,24,2,5.84,95.45,0.04,21.12,14.89
2022,6,24,3,5.61,99.13,0.04,20.62,14.89
2022,6,24,4,5.55,103.02,0.04,20.12,14.77
2022,6,24,5,5.62,105.97,0.03,19.78,14.65
2022,6,24,6,5.72,110.89,0.01,20.43,14.71
2022,6,24,7,7.93,113.03,0.0,22.63,14.65
2022,6,24,8,9.15,114.25,0.0,25.07,13.92
2022,6,24,9,9.2,115.54,0.0,27.05,13.43
2022,6,24,10,8.89,117.6,0.0,28.76,13.06
2022,6,24,11,8.58,120.46,0.0,30.08,12.88
2022,6,24,12,8.24,123.55,0.0,30.86,12.76
2022,6,24,13,7.89,126.22,0.0,31.24,12.7
2022,6,24,14,7.74,128.98,0.0,31.02,12.63
2022,6,24,15,7.82,130.99,0.0,30.25,12.51
2022,6,24,16,7.81,131.92,0.0,28.83,12.57
2022,6,24,17,7.54,132.98,0.0,26.61,12.82
2022,6,24,18,7.65,133.59,0.0,25.19,12.82
2022,6,24,19,7.34,132.63,0.0,24.27,12.7
2022,6,24,20,7.15,131.77,0.0,23.4,12.57
2022,6,24,21,7.16,131.64,0.0,22.62,12.45
2022,6,24,22,7.15,132.61,0.0,21.9,12.45
2022,6,24,23,7.22,134.3,0.0,21.22,12.57
2022,6,25,0,7.49,135.3,0.0,20.58,12.82
2022,6,25,1,7.48,136.23,0.0,19.95,13.0
2022,6,25,2,7.44,138.02,0.0,19.42,13.06
2022,6,25,3,7.39,138.13,0.0,19.02,13.06
2022,6,25,4,7.33,138.97,0.0,18.67,12.94
2022,6,25,5,7.3,140.38,0.0,18.36,12.82
2022,6,25,6,8.0,139.59,0.0,19.12,12.63
2022,6,25,7,10.27,138.05,0.0,21.51,12.08
2022,6,25,8,10.22,138.1,0.0,23.98,11.47
2022,6,25,9,9.49,140.07,0.0,26.26,11.11
2022,6,25,10,8.7,143.33,0.0,28.18,10.86
2022,6,25,11,8.09,147.06,0.0,29.71,10.74
2022,6,25,12,7.59,149.76,0.0,30.76,10.56
2022,6,25,13,7.1,151.4,0.0,31.25,10.38
2022,6,25,14,6.67,151.84,0.0,31.15,10.07
2022,6,25,15,6.32,149.95,0.0,30.44,9.64
2022,6,25,16,6.07,145.49,0.0,28.89,9.58
2022,6,25,17,6.33,138.6,0.0,24.96,10.25
2022,6,25,18,7.21,133.2,0.0,23.06,9.77
2022,6,25,19,7.99,131.15,0.0,22.28,9.34
2022,6,25,20,8.54,131.66,0.0,21.67,9.09
2022,6,25,21,8.85,132.57,0.0,21.12,9.16
2022,6,25,22,8.98,132.71,0.0,20.57,9.77
2022,6,25,23,8.76,133.16,0.0,20.1,10.8
2022,6,26,0,8.56,133.63,0.0,19.65,11.9
2022,6,26,1,8.3,134.77,0.0,19.1,12.51
2022,6,26,2,8.13,135.54,0.0,18.63,12.7
2022,6,26,3,7.93,135.2,0.0,18.17,12.76
2022,6,26,4,7.73,133.98,0.0,17.82,12.76
2022,6,26,5,7.7,132.74,0.0,17.55,12.7
2022,6,26,6,7.24,133.86,0.0,18.39,12.63
2022,6,26,7,7.79,135.28,0.0,21.38,12.33
2022,6,26,8,7.45,136.23,0.0,24.56,11.47
2022,6,26,9,6.6,138.17,0.0,27.01,10.93
2022,6,26,10,6.0,141.77,0.0,28.69,10.62
2022,6,26,11,5.5,144.77,0.0,29.9,10.38
2022,6,26,12,5.0,145.04,0.0,30.71,10.13
2022,6,26,13,4.59,142.82,0.0,31.09,9.95
2022,6,26,14,4.38,140.0,0.0,30.98,9.83
2022,6,26,15,4.34,136.89,0.0,30.34,9.7
2022,6,26,16,4.51,134.16,0.0,28.98,10.01
2022,6,26,17,5.07,132.19,0.0,25.3,11.29
2022,6,26,18,5.98,130.71,0.0,23.78,11.05
2022,6,26,19,6.72,129.86,0.0,23.19,10.99
2022,6,26,20,7.28,129.47,0.0,22.69,10.99
2022,6,26,21,7.73,129.05,0.0,22.18,11.11
2022,6,26,22,8.06,128.19,0.0,21.78,11.23
2022,6,26,23,8.28,127.49,0.0,21.4,11.41
2022,6,27,0,8.51,128.29,0.0,20.96,11.84
2022,6,27,1,8.28,129.91,0.0,20.44,12.45
2022,6,27,2,7.52,132.22,0.0,19.77,13.0
2022,6,27,3,7.3,135.35,0.0,19.24,13.24
2022,6,27,4,7.67,137.68,0.0,18.87,13.18
2022,6,27,5,7.91,140.65,0.0,18.55,13.0
2022,6,27,6,8.83,142.44,0.0,19.19,12.63
2022,6,27,7,10.65,142.6,0.0,21.54,11.84
2022,6,27,8,10.34,142.25,0.0,24.08,11.17
2022,6,27,9,9.42,141.33,0.0,26.3,10.8
2022,6,27,10,8.48,140.16,0.0,28.22,10.8
2022,6,27,11,7.77,139.57,0.0,29.72,10.8
2022,6,27,12,7.33,139.93,0.0,30.7,10.74
2022,6,27,13,7.08,140.11,0.0,31.18,10.62
2022,6,27,14,6.9,139.27,0.0,31.1,10.44
2022,6,27,15,6.73,137.26,0.0,30.44,10.25
2022,6,27,16,6.65,134.86,0.0,29.01,10.19
2022,6,27,17,6.86,132.65,0.0,25.78,10.74
2022,6,27,18,7.82,129.45,0.0,24.19,10.5
2022,6,27,19,8.34,126.66,0.0,23.54,10.31
2022,6,27,20,8.63,124.27,0.0,22.84,10.25
2022,6,27,21,8.47,122.6,0.0,22.02,10.38
2022,6,27,22,8.3,122.27,0.0,21.15,10.74
2022,6,27,23,8.24,123.48,0.0,20.41,11.23
2022,6,28,0,8.5,124.97,0.0,19.75,11.66
2022,6,28,1,8.43,127.28,0.0,19.16,11.96
2022,6,28,2,8.42,128.29,0.0,18.7,12.21
2022,6,28,3,8.45,127.26,0.0,18.45,12.39
2022,6,28,4,8.2,127.14,0.0,18.26,12.51
2022,6,28,5,8.07,127.21,0.0,18.11,12.57
2022,6,28,6,8.11,127.92,0.01,18.94,12.57
2022,6,28,7,10.2,130.53,0.01,21.59,12.27
2022,6,28,8,9.68,128.88,0.01,24.23,11.78
2022,6,28,9,8.67,127.2,0.0,26.65,11.47
2022,6,28,10,7.68,125.73,0.0,28.7,11.35
2022,6,28,11,6.87,124.72,0.0,30.22,11.41
2022,6,28,12,6.22,123.99,0.0,31.18,11.47
2022,6,28,13,5.76,123.82,0.0,31.57,11.47
2022,6,28,14,5.62,124.97,0.0,31.33,11.47
2022,6,28,15,5.69,126.18,0.0,30.56,11.35
2022,6,28,16,5.85,127.34,0.0,29.15,11.35
2022,6,28,17,6.25,129.48,0.0,26.51,11.84
2022,6,28,18,7.21,131.48,0.0,25.28,11.6
2022,6,28,19,7.74,132.71,0.0,24.66,11.29
2022,6,28,20,7.94,132.53,0.0,23.84,11.17
2022,6,28,21,8.11,131.49,0.0,22.98,11.29
2022,6,28,22,8.09,130.81,0.0,22.16,11.47
2022,6,28,23,7.82,130.63,0.0,21.35,11.9
2022,6,29,0,7.83,130.35,0.0,20.67,12.39
2022,6,29,1,7.79,131.3,0.0,20.1,12.7
2022,6,29,2,7.73,132.25,0.0,19.54,12.7
2022,6,29,3,7.88,132.79,0.0,19.08,12.51
2022,6,29,4,7.82,133.83,0.0,18.7,12.33
2022,6,29,5,7.93,134.68,0.0,18.4,12.08
2022,6,29,6,8.48,133.88,0.0,18.89,11.78
2022,6,29,7,9.1,132.39,0.0,21.11,11.41
2022,6,29,8,8.33,131.77,0.0,23.86,11.35
2022,6,29,9,6.99,129.33,0.0,26.69,11.47
2022,6,29,10,5.71,127.28,0.0,29.12,11.47
2022,6,29,11,4.99,128.65,0.0,30.71,11.35
2022,6,29,12,4.49,130.7,0.0,31.74,11.23
2022,6,29,13,4.14,132.48,0.0,32.23,11.11
2022,6,29,14,3.95,133.64,0.0,32.17,10.93
2022,6,29,15,3.96,134.6,0.0,31.51,10.8
2022,6,29,16,4.14,134.54,0.0,30.11,10.93
2022,6,29,17,4.87,132.47,0.0,26.6,12.08
2022,6,29,18,5.97,127.5,0.0,25.27,11.72
2022,6,29,19,6.74,122.22,0.0,24.76,11.54
2022,6,29,20,6.95,119.65,0.0,24.27,11.47
2022,6,29,21,6.92,121.66,0.0,23.62,11.54
2022,6,29,22,6.97,126.02,0.0,22.76,11.47
2022,6,29,23,6.95,128.34,0.0,22.21,11.54
2022,6,30,0,6.89,128.56,0.0,21.55,11.6
2022,6,30,1,7.02,126.63,0.0,20.85,11.84
2022,6,30,2,7.17,122.81,0.0,20.19,12.15
2022,6,30,3,6.96,121.14,0.0,19.76,12.51
2022,6,30,4,6.84,120.6,0.0,19.35,12.7
2022,6,30,5,6.51,122.76,0.0,18.87,12.76
2022,6,30,6,6.26,124.36,0.0,19.4,12.63
2022,6,30,7,7.11,125.02,0.0,21.93,12.21
2022,6,30,8,6.9,126.3,0.0,24.94,11.84
2022,6,30,9,6.01,126.6,0.0,27.83,11.47
2022,6,30,10,5.25,126.84,0.0,29.99,11.29
2022,6,30,11,4.85,126.94,0.0,31.46,11.17
2022,6,30,12,4.56,127.56,0.0,32.4,11.05
2022,6,30,13,4.34,127.1,0.0,32.8,10.8
2022,6,30,14,4.23,124.92,0.0,32.67,10.56
2022,6,30,15,4.25,121.47,0.0,31.98,10.38
2022,6,30,16,4.4,117.84,0.0,30.55,10.62
2022,6,30,17,4.92,115.39,0.0,27.12,11.96
2022,6,30,18,5.73,112.02,0.0,25.72,11.72
2022,6,30,19,6.27,108.75,0.0,25.05,11.66
2022,6,30,20,6.54,106.16,0.0,24.51,11.72
2022,6,30,21,6.77,105.11,0.0,24.13,11.9
2022,6,30,22,7.02,106.08,0.0,23.81,12.15
2022,6,30,23,7.32,107.64,0.0,23.45,12.51
2022,7,1,0,7.42,109.64,0.0,22.92,13.0
2022,7,1,1,7.38,111.89,0.0,22.37,13.49
2022,7,1,2,7.61,113.35,0.0,21.99,13.85
2022,7,1,3,7.56,115.77,0.0,21.61,14.16
2022,7,1,4,7.06,119.2,0.0,21.13,14.34
2022,7,1,5,7.02,121.76,0.0,20.71,14.4
2022,7,1,6,7.46,122.29,0.0,21.27,14.34
2022,7,1,7,9.5,121.93,0.0,23.65,13.92
2022,7,1,8,9.25,119.77,0.0,26.26,13.67
2022,7,1,9,8.47,118.48,0.0,28.44,13.49
2022,7,1,10,7.8,117.49,0.0,30.12,13.31
2022,7,1,11,7.37,117.19,0.0,31.36,13.12
2022,7,1,12,7.06,117.98,0.0,32.08,12.88
2022,7,1,13,6.94,118.73,0.0,32.38,12.63
2022,7,1,14,6.91,119.46,0.0,32.07,12.45
2022,7,1,15,7.01,120.45,0.0,31.26,12.39
2022,7,1,16,7.1,123.06,0.0,29.8,12.57
2022,7,1,17,6.9,128.34,0.0,27.66,13.06
2022,7,1,18,6.9,133.76,0.0,26.49,13.49
2022,7,1,19,6.79,137.75,0.0,25.87,13.79
2022,7,1,20,6.37,144.34,0.0,25.22,14.1
2022,7,1,21,6.31,146.88,0.0,24.5,14.4
2022,7,1,22,7.62,143.13,0.0,23.65,14.77
2022,7,1,23,8.44,140.86,0.0,22.93,14.89
2022,7,2,0,8.73,142.64,0.0,22.4,14.83
2022,7,2,1,9.63,140.1,0.0,22.11,14.65
2022,7,2,2,10.07,135.41,0.0,22.01,14.53
2022,7,2,3,9.73,129.66,0.0,21.98,14.4
2022,7,2,4,9.1,124.22,0.0,21.78,14.4
2022,7,2,5,8.17,120.95,0.0,21.32,14.47
2022,7,2,6,7.72,118.49,0.0,21.65,14.53
2022,7,2,7,10.25,114.83,0.0,23.95,14.28
2022,7,2,8,11.08,110.59,0.0,26.32,13.73
2022,7,2,9,10.87,107.26,0.0,28.29,13.31
2022,7,2,10,10.28,105.74,0.0,29.9,13.06
2022,7,2,11,9.67,105.55,0.0,31.07,13.0
2022,7,2,12,9.11,105.87,0.0,31.9,12.88
2022,7,2,13,8.67,106.92,0.0,32.2,12.76
2022,7,2,14,8.38,109.11,0.0,31.55,12.76
2022,7,2,15,8.24,112.06,0.0,30.54,13.0
2022,7,2,16,8.08,115.05,0.0,29.19,13.37
2022,7,2,17,7.5,118.03,0.0,27.39,13.67
2022,7,2,18,7.09,121.4,0.0,26.25,14.04
2022,7,2,19,6.72,123.86,0.0,25.44,14.34
2022,7,2,20,6.72,125.96,0.0,24.73,14.59
2022,7,2,21,7.58,127.84,0.0,24.13,14.77
2022,7,2,22,8.5,131.16,0.0,23.5,14.89
2022,7,2,23,10.18,131.36,0.0,22.97,14.65
2022,7,3,0,10.53,130.64,0.0,22.28,14.22
2022,7,3,1,10.23,129.55,0.0,21.57,13.92
2022,7,3,2,9.8,128.56,0.0,20.99,13.67
2022,7,3,3,9.4,128.36,0.0,20.58,13.49
2022,7,3,4,9.39,127.9,0.0,20.25,13.31
2022,7,3,5,9.61,126.21,0.0,19.91,13.06
2022,7,3,6,9.9,124.58,0.0,20.35,12.82
2022,7,3,7,11.16,124.1,0.0,22.33,12.39
2022,7,3,8,11.41,122.42,0.0,24.7,11.78
2022,7,3,9,10.93,120.51,0.0,26.93,10.99
2022,7,3,10,10.24,118.99,0.0,28.91,10.25
2022,7,3,11,9.63,118.17,0.0,30.46,9.77
2022,7,3,12,9.18,117.63,0.0,31.48,9.58
2022,7,3,13,8.83,117.27,0.0,31.89,9.83
2022,7,3,14,8.59,118.22,0.0,31.64,10.13
2022,7,3,15,8.46,120.59,0.0,30.72,10.5
2022,7,3,16,8.45,124.68,0.0,29.17,10.86
2022,7,3,17,8.37,130.53,0.01,26.94,11.35
2022,7,3,18,8.54,134.37,0.02,25.48,11.78
2022,7,3,19,8.49,134.66,0.01,24.36,12.08
2022,7,3,20,9.2,132.93,0.01,23.43,12.27
2022,7,3,21,9.73,131.48,0.02,22.51,12.45
2022,7,3,22,9.5,131.37,0.02,21.59,12.63
2022,7,3,23,9.15,131.71,0.03,20.81,12.82
2022,7,4,0,8.94,132.91,0.05,20.19,12.94
2022,7,4,1,8.67,134.01,0.06,19.67,12.94
2022,7,4,2,8.47,134.25,0.06,19.23,12.88
2022,7,4,3,8.36,133.45,0.07,18.9,12.82
2022,7,4,4,8.22,131.95,0.06,18.65,12.76
2022,7,4,5,8.04,130.75,0.05,18.44,12.76
2022,7,4,6,7.81,129.52,0.05,18.8,12.82
2022,7,4,7,9.46,128.5,0.05,20.56,12.88
2022,7,4,8,10.8,125.99,0.07,23.32,12.51
2022,7,4,9,10.81,123.66,0.01,25.9,12.27
2022,7,4,10,10.27,122.13,0.01,28.07,11.96
2022,7,4,11,9.71,120.94,0.01,29.73,11.78
2022,7,4,12,9.23,119.73,0.01,30.73,11.78
2022,7,4,13,8.75,119.1,0.01,30.58,11.84
2022,7,4,14,8.37,119.46,0.01,30.14,11.84
2022,7,4,15,8.06,120.27,0.01,29.41,11.9
2022,7,4,16,7.63,120.53,0.01,28.39,11.96
2022,7,4,17,7.03,121.92,0.01,26.28,12.27
2022,7,4,18,7.02,124.89,0.01,25.01,12.51
2022,7,4,19,7.1,128.7,0.03,24.33,12.76
2022,7,4,20,7.04,132.44,0.07,23.44,13.24
2022,7,4,21,7.28,134.26,0.12,22.54,13.73
2022,7,4,22,7.05,135.09,0.15,21.65,14.16
2022,7,4,23,6.54,135.58,0.14,20.94,14.28
2022,7,5,0,6.66,135.95,0.12,20.42,14.22
2022,7,5,1,7.14,135.0,0.08,19.99,13.98
2022,7,5,2,7.21,134.34,0.04,19.61,13.79
2022,7,5,3,7.4,131.96,0.02,19.27,13.61
2022,7,5,4,7.41,130.9,0.01,18.9,13.43
2022,7,5,5,7.51,129.09,0.01,18.59,13.31
2022,7,5,6,7.9,128.41,0.0,19.15,13.24
2022,7,5,7,10.77,129.35,0.0,21.37,12.82
2022,7,5,8,11.8,128.58,0.0,23.92,12.08
2022,7,5,9,11.34,128.31,0.0,26.13,11.72
2022,7,5,10,10.54,128.98,0.0,28.11,11.47
2022,7,5,11,9.78,129.95,0.0,29.68,11.29
2022,7,5,12,9.11,129.89,0.0,30.75,11.11
2022,7,5,13,8.65,128.1,0.0,31.2,10.93
2022,7,5,14,8.41,125.31,0.0,30.8,10.68
2022,7,5,15,8.3,121.73,0.0,29.84,10.44
2022,7,5,16,8.16,118.28,0.0,28.51,10.25
2022,7,5,17,7.63,116.33,0.0,26.23,10.44
2022,7,5,18,7.26,118.77,0.01,24.7,10.68
2022,7,5,19,7.06,124.82,0.01,23.76,10.86
2022,7,5,20,7.15,130.66,0.01,22.99,11.05
2022,7,5,21,7.38,133.97,0.01,22.34,11.35
2022,7,5,22,7.49,132.84,0.0,21.75,11.84
2022,7,5,23,7.49,130.6,0.0,21.3,12.51
2022,7,6,0,7.43,127.48,0.0,20.95,13.12
2022,7,6,1,6.92,124.46,0.0,20.55,13.49
2022,7,6,2,6.69,122.32,0.0,20.07,13.55
2022,7,6,3,6.56,121.02,0.0,19.55,13.55
2022,7,6,4,6.35,122.69,0.0,19.06,13.43
2022,7,6,5,6.78,123.73,0.0,18.81,13.31
2022,7,6,6,6.94,124.32,0.0,19.51,13.18
2022,7,6,7,9.25,120.51,0.0,22.2,12.57
2022,7,6,8,10.06,117.18,0.0,24.96,11.54
2022,7,6,9,9.92,116.48,0.0,27.25,10.86
2022,7,6,10,9.19,117.04,0.0,29.15,10.56
2022,7,6,11,8.42,118.49,0.0,30.66,10.38
2022,7,6,12,7.63,120.5,0.0,31.68,10.25
2022,7,6,13,6.96,122.12,0.0,32.16,10.07
2022,7,6,14,6.55,122.93,0.0,32.1,9.89
2022,7,6,15,6.47,123.17,0.0,31.44,9.77
2022,7,6,16,6.64,123.88,0.0,30.05,9.89
2022,7,6,17,7.27,128.32,0.01,26.62,10.74
2022,7,6,18,8.6,132.42,0.0,25.45,10.86
2022,7,6,19,9.33,134.08,0.0,24.83,11.17
2022,7,6,20,9.98,133.98,0.01,23.76,11.96
2022,7,6,21,9.63,132.6,0.01,22.48,13.0
2022,7,6,22,9.45,128.86,0.02,21.48,13.67
2022,7,6,23,9.46,125.28,0.02,20.86,13.92
2022,7,7,0,9.15,122.44,0.02,20.4,13.92
2022,7,7,1,9.07,120.39,0.01,20.08,13.92
2022,7,7,2,8.63,120.35,0.01,19.83,13.79
2022,7,7,3,8.36,120.88,0.01,19.58,13.67
2022,7,7,4,8.24,121.63,0.01,19.35,13.49
2022,7,7,5,7.63,121.3,0.01,19.05,13.37
2022,7,7,6,7.42,121.53,0.01,19.64,13.43
2022,7,7,7,10.38,120.14,0.01,22.18,13.12
2022,7,7,8,11.26,115.39,0.0,24.92,12.7
2022,7,7,9,10.99,113.06,0.0,27.13,12.33
2022,7,7,10,10.38,112.71,0.0,28.87,12.15
2022,7,7,11,9.86,112.6,0.01,30.15,12.21
2022,7,7,12,9.43,111.7,0.03,30.96,12.15
2022,7,7,13,9.08,110.24,0.05,31.31,12.08
2022,7,7,14,8.85,109.49,0.04,31.18,12.02
2022,7,7,15,8.62,109.75,0.02,30.48,11.96
2022,7,7,16,8.34,111.59,0.02,29.19,12.02
2022,7,7,17,7.77,116.51,0.01,27.03,12.39
2022,7,7,18,7.81,125.02,0.01,25.61,12.63
2022,7,7,19,8.04,131.26,0.01,24.8,12.82
2022,7,7,20,8.26,133.08,0.01,23.98,12.94
2022,7,7,21,8.5,133.36,0.02,23.07,13.06
2022,7,7,22,10.13,130.97,0.05,22.25,13.24
2022,7,7,23,10.31,128.45,0.06,21.49,13.37
2022,7,8,0,10.11,125.43,0.06,20.81,13.37
2022,7,8,1,9.57,122.7,0.06,20.19,13.37
2022,7,8,2,9.08,119.81,0.04,19.69,13.31
2022,7,8,3,8.1,118.22,0.03,19.26,13.31
2022,7,8,4,7.66,119.91,0.01,18.97,13.24
2022,7,8,5,7.85,122.28,0.01,18.83,13.18
2022,7,8,6,8.28,124.27,0.01,19.44,13.18
2022,7,8,7,10.46,124.81,0.01,21.69,12.88
2022,7,8,8,11.03,122.18,0.01,24.41,12.33
2022,7,8,9,10.67,119.96,0.0,26.8,12.08
2022,7,8,10,10.03,120.36,0.0,28.75,11.96
2022,7,8,11,9.45,122.0,0.0,30.17,11.84
2022,7,8,12,8.9,124.26,0.0,31.06,11.78
2022,7,8,13,8.42,126.89,0.0,31.3,11.84
2022,7,8,14,8.13,128.72,0.0,30.98,11.84
2022,7,8,15,7.98,128.88,0.0,30.22,11.84
2022,7,8,16,7.94,128.33,0.0,28.89,11.84
2022,7,8,17,7.57,128.72,0.0,26.77,12.15
2022,7,8,18,7.61,130.05,0.0,25.4,12.21
2022,7,8,19,7.5,132.04,0.0,24.45,12.21
2022,7,8,20,7.47,134.45,0.0,23.52,12.21
2022,7,8,21,7.75,133.65,0.0,22.69,12.21
2022,7,8,22,8.66,130.83,0.0,21.74,12.45
2022,7,8,23,8.6,131.28,0.0,20.7,12.63
2022,7,9,0,8.35,133.18,0.0,19.87,12.63
2022,7,9,1,8.27,135.65,0.0,19.27,12.51
2022,7,9,2,8.21,136.85,0.0,18.82,12.33
2022,7,9,3,8.23,135.12,0.0,18.44,12.15
2022,7,9,4,8.31,130.46,0.0,18.05,12.08
2022,7,9,5,8.5,127.27,0.0,17.78,11.96
2022,7,9,6,8.74,130.0,0.0,18.56,11.84
2022,7,9,7,10.84,131.76,0.0,21.08,11.41
2022,7,9,8,10.77,128.52,0.0,23.64,10.68
2022,7,9,9,10.05,124.94,0.0,26.0,10.07
2022,7,9,10,9.22,123.88,0.0,28.09,9.77
2022,7,9,11,8.44,123.72,0.0,29.8,9.58
2022,7,9,12,7.9,123.42,0.0,31.03,9.46
2022,7,9,13,7.54,122.34,0.0,31.67,9.34
2022,7,9,14,7.31,120.46,0.0,31.73,9.16
2022,7,9,15,7.26,119.02,0.0,31.1,9.09
2022,7,9,16,7.26,118.77,0.0,29.72,9.22
2022,7,9,17,7.44,120.9,0.0,26.14,10.07
2022,7,9,18,8.43,123.73,0.0,24.62,10.25
2022,7,9,19,9.07,125.78,0.0,24.21,10.56
2022,7,9,20,8.77,128.01,0.0,23.38,11.05
2022,7,9,21,8.88,129.64,0.0,22.5,11.54
2022,7,9,22,8.83,129.97,0.0,21.64,12.02
2022,7,9,23,8.55,130.52,0.01,20.74,12.39
2022,7,10,0,8.17,132.37,0.03,19.96,12.76
2022,7,10,1,8.05,133.43,0.08,19.31,13.06
2022,7,10,2,7.4,132.65,0.13,18.79,13.24
2022,7,10,3,6.81,131.0,0.11,18.54,13.37
2022,7,10,4,6.91,129.27,0.04,18.47,13.37
2022,7,10,5,6.49,128.46,0.01,18.47,13.37
2022,7,10,6,6.11,127.0,0.01,19.09,13.49
2022,7,10,7,8.4,123.73,0.01,21.31,13.37
2022,7,10,8,9.8,120.67,0.02,24.15,12.33
2022,7,10,9,9.68,121.27,0.13,26.23,11.84
2022,7,10,10,9.26,122.52,0.1,27.95,11.54
2022,7,10,11,8.81,123.58,0.06,29.31,11.29
2022,7,10,12,8.32,124.99,0.05,30.15,11.11
2022,7,10,13,7.85,125.76,0.02,30.58,10.93
2022,7,10,14,7.41,125.3,0.01,30.59,10.56
2022,7,10,15,7.21,125.03,0.0,29.99,10.31
2022,7,10,16,7.19,126.07,0.0,28.65,10.13
2022,7,10,17,7.3,129.74,0.0,25.8,10.56
2022,7,10,18,8.01,134.37,0.0,24.11,10.56
2022,7,10,19,8.53,138.6,0.0,23.45,10.44
2022,7,10,20,8.85,140.23,0.0,22.65,10.44
2022,7,10,21,8.82,139.64,0.0,21.76,10.62
2022,7,10,22,9.09,137.58,0.0,21.1,11.11
2022,7,10,23,8.9,135.85,0.0,20.55,11.6
2022,7,11,0,8.88,135.25,0.0,19.97,11.96
2022,7,11,1,8.79,134.71,0.0,19.42,12.15
2022,7,11,2,8.47,133.47,0.01,18.98,12.27
2022,7,11,3,8.25,133.39,0.01,18.61,12.27
2022,7,11,4,8.24,131.66,0.02,18.24,12.27
2022,7,11,5,8.07,128.63,0.02,17.91,12.21
2022,7,11,6,8.18,125.95,0.02,18.51,12.27
2022,7,11,7,9.8,125.36,0.01,21.06,11.96
2022,7,11,8,9.52,122.63,0.0,24.14,11.41
2022,7,11,9,8.26,120.35,0.0,26.88,11.17
2022,7,11,10,6.94,119.34,0.0,29.11,11.11
2022,7,11,11,5.82,119.94,0.0,30.71,11.11
2022,7,11,12,4.98,122.0,0.0,31.76,11.05
2022,7,11,13,4.47,124.83,0.0,32.15,10.99
2022,7,11,14,4.27,128.84,0.0,32.03,10.93
2022,7,11,15,4.53,133.95,0.0,31.25,10.86
2022,7,11,16,5.23,138.45,0.0,29.9,10.86
2022,7,11,17,6.58,142.04,0.0,27.19,11.47
2022,7,11,18,7.96,139.7,0.0,26.01,11.35
2022,7,11,19,8.4,133.76,0.0,25.22,11.35
2022,7,11,20,8.6,127.99,0.0,24.37,11.35
2022,7,11,21,8.55,123.7,0.0,23.64,11.41
2022,7,11,22,8.43,121.16,0.0,22.9,11.6
2022,7,11,23,7.58,119.66,0.0,21.95,11.78
2022,7,12,0,6.94,118.67,0.0,21.04,12.08
2022,7,12,1,6.67,119.03,0.0,20.32,12.27
2022,7,12,2,6.62,120.74,0.0,19.73,12.45
2022,7,12,3,6.61,122.6,0.0,19.24,12.57
2022,7,12,4,6.6,123.71,0.0,18.82,12.63
2022,7,12,5,6.6,124.14,0.0,18.48,12.63
2022,7,12,6,7.44,123.66,0.0,19.25,12.57
2022,7,12,7,9.43,123.24,0.0,22.04,12.21
2022,7,12,8,8.78,123.56,0.0,25.15,11.78
2022,7,12,9,7.69,125.58,0.0,27.9,11.47
2022,7,12,10,6.8,128.42,0.0,30.11,11.29
2022,7,12,11,6.13,130.45,0.0,31.7,11.11
2022,7,12,12,5.59,132.45,0.0,32.65,10.99
2022,7,12,13,5.26,135.18,0.0,32.9,10.74
2022,7,12,14,5.15,137.09,0.0,32.59,10.56
2022,7,12,15,5.12,137.79,0.0,31.89,10.38
2022,7,12,16,5.17,136.9,0.0,30.63,10.31
2022,7,12,17,5.58,136.19,0.0,27.44,11.41
2022,7,12,18,6.71,134.24,0.0,25.97,11.17
2022,7,12,19,7.75,132.02,0.0,25.26,10.8
2022,7,12,20,8.51,130.2,0.0,24.5,10.68
2022,7,12,21,9.0,128.69,0.0,23.73,10.8
2022,7,12,22,8.92,127.6,0.0,22.9,11.29
2022,7,12,23,8.18,126.61,0.0,22.01,12.15
2022,7,13,0,7.77,126.29,0.0,21.19,13.0
2022,7,13,1,7.57,125.0,0.0,20.53,13.61
2022,7,13,2,7.32,122.45,0.0,19.99,13.98
2022,7,13,3,7.34,118.75,0.0,19.58,14.1
2022,7,13,4,7.34,116.54,0.0,19.37,14.1
2022,7,13,5,7.15,115.98,0.0,19.23,14.1
2022,7,13,6,7.42,117.86,0.0,20.23,14.04
2022,7,13,7,9.32,120.2,0.0,23.19,13.79
